isin,name,fee,geography,strategy,risk,5y_sharpe
32754,Simulated Security 32754,0.005,United States,Value,Medium,3.048937591
32755,Simulated Security 32755,0.012,Canada,Value,High,-0.416827878
32756,Simulated Security 32756,0.015,Canada,Income,Low,3.989895106
32757,Simulated Security 32757,0.005,United States,Value,High,1.425984774
32758,Simulated Security 32758,0.006,Canada,Growth,Low,-1.686279861
32759,Simulated Security 32759,0.003,United States,Value,High,1.385691161
32760,Simulated Security 32760,0.014,Canada,Growth,High,1.127897252
32761,Simulated Security 32761,0.016,United States,Growth,Medium,0.029769838
32762,Simulated Security 32762,0.013,United States,Balanced,Low,-1.334544012
32763,Simulated Security 32763,0.002,Canada,Balanced,Low,4.36654662
32764,Simulated Security 32764,0.001,Canada,Value,Low,5.63845745
32765,Simulated Security 32765,0.009,Canada,Growth,Medium,2.205277411
32766,Simulated Security 32766,0.015,United States,Balanced,Low,1.407476151
32767,Simulated Security 32767,0.014,Canada,Balanced,Low,2.924298084
32768,Simulated Security 32768,0.01,Canada,Value,High,1.60049999
32769,Simulated Security 32769,0.01,Canada,Income,High,-1.333128201
32770,Simulated Security 32770,0.014,United States,Growth,High,7.146802305
32771,Simulated Security 32771,0.011,United States,Income,High,2.445623386
32772,Simulated Security 32772,0.005,United States,Income,High,3.559640948
32773,Simulated Security 32773,0.001,United States,Growth,High,5.106220894
32774,Simulated Security 32774,0.004,United States,Income,High,7.41981052
32775,Simulated Security 32775,0.003,United States,Growth,Low,5.200577357
32776,Simulated Security 32776,0,United States,Income,Medium,-20.49784453
32777,Simulated Security 32777,0.004,United States,Value,High,1.784019281
32778,Simulated Security 32778,0.018,Canada,Growth,High,-2.969239794
32779,Simulated Security 32779,0.014,United States,Growth,Medium,-1.686530585
32780,Simulated Security 32780,0.016,United States,Value,Low,9.567396132
32781,Simulated Security 32781,0.016,Canada,Growth,Low,-2.288051575
32782,Simulated Security 32782,0.02,United States,Value,Medium,5.623866555
32783,Simulated Security 32783,0.005,Canada,Balanced,Medium,-0.542403427
32784,Simulated Security 32784,0.017,Canada,Balanced,Low,-2.618984664
32785,Simulated Security 32785,0.011,Canada,Value,Low,4.681282625
32786,Simulated Security 32786,0.01,Canada,Growth,Low,1.077618473
32787,Simulated Security 32787,0.018,United States,Income,Medium,-1.130382784
32788,Simulated Security 32788,0.012,United States,Value,Medium,4.42544628
32789,Simulated Security 32789,0.01,Canada,Balanced,Low,-1.761344999
32790,Simulated Security 32790,0.018,Canada,Value,Low,-1.799222513
32791,Simulated Security 32791,0.018,Canada,Income,Low,0.061788897
32792,Simulated Security 32792,0.008,United States,Growth,Low,-0.5961504
32793,Simulated Security 32793,0.014,United States,Income,High,3.275813488
32794,Simulated Security 32794,0.015,United States,Growth,High,3.303392329
32795,Simulated Security 32795,0.013,United States,Growth,Medium,5.914689149
32796,Simulated Security 32796,0.016,United States,Value,Low,-1.715984743
32797,Simulated Security 32797,0.018,Canada,Income,High,21.05379879
32798,Simulated Security 32798,0.001,United States,Income,Low,5.851147635
32799,Simulated Security 32799,0.019,United States,Balanced,Low,2.456918401
32800,Simulated Security 32800,0.013,Canada,Income,Medium,0.689183653
32801,Simulated Security 32801,0.019,United States,Balanced,High,-2.509032072
32802,Simulated Security 32802,0.013,Canada,Growth,High,-1.189650297
32803,Simulated Security 32803,0.013,United States,Growth,Medium,-2.296717401
32804,Simulated Security 32804,0.009,United States,Value,High,1.419165686
32805,Simulated Security 32805,0,Canada,Growth,High,-3.374070207
32806,Simulated Security 32806,0.001,United States,Growth,High,1.392956656
32807,Simulated Security 32807,0.005,United States,Income,Medium,3.583868447
32808,Simulated Security 32808,0.001,United States,Value,Medium,1.37257873
32809,Simulated Security 32809,0.016,Canada,Balanced,Low,-1.141034213
32810,Simulated Security 32810,0.003,Canada,Value,High,0.07151823
32811,Simulated Security 32811,0.005,Canada,Income,High,1.33430029
32812,Simulated Security 32812,0.008,United States,Income,High,2.295240713
32813,Simulated Security 32813,0.011,United States,Growth,Low,-1.415528412
32814,Simulated Security 32814,0.003,United States,Growth,Medium,-0.081530674
32815,Simulated Security 32815,0.005,United States,Value,Low,-2.155413375
32816,Simulated Security 32816,0,Canada,Growth,High,-0.728048656
32817,Simulated Security 32817,0.015,United States,Income,Low,-0.020532296
32818,Simulated Security 32818,0.005,United States,Income,Low,-1.456324584
32819,Simulated Security 32819,0.014,United States,Growth,Medium,-2.542265943
32820,Simulated Security 32820,0.003,United States,Balanced,Medium,3.386872582
32821,Simulated Security 32821,0.011,Canada,Value,High,-1.785048475
32822,Simulated Security 32822,0.013,Canada,Growth,Medium,0.796477781
32823,Simulated Security 32823,0.009,United States,Value,Low,9.681920774
32824,Simulated Security 32824,0.007,Canada,Growth,Medium,5.648742607
32825,Simulated Security 32825,0.001,United States,Balanced,Low,0.427889383
32826,Simulated Security 32826,0.007,Canada,Value,Low,-0.927410188
32827,Simulated Security 32827,0.018,Canada,Growth,High,14.04789591
32828,Simulated Security 32828,0.008,United States,Growth,Medium,7.872217518
32829,Simulated Security 32829,0.014,United States,Balanced,Medium,1.337907311
32830,Simulated Security 32830,0.014,Canada,Value,Low,-2.849417514
32831,Simulated Security 32831,0,Canada,Growth,Low,-25.67843307
32832,Simulated Security 32832,0.008,United States,Value,Low,0.437976263
32833,Simulated Security 32833,0.006,Canada,Growth,Low,-0.045456191
32834,Simulated Security 32834,0.014,United States,Balanced,Medium,3.46892491
32835,Simulated Security 32835,0.01,Canada,Value,Medium,3.089006842
32836,Simulated Security 32836,0.019,Canada,Balanced,Low,0.301932768
32837,Simulated Security 32837,0.01,Canada,Growth,Medium,3.844367085
32838,Simulated Security 32838,0.007,United States,Value,Medium,-2.308126846
32839,Simulated Security 32839,0.017,Canada,Value,Low,0.243649665
32840,Simulated Security 32840,0.014,Canada,Growth,Medium,4.121483225
32841,Simulated Security 32841,0.007,United States,Balanced,Low,4.492918307
32842,Simulated Security 32842,0.015,Canada,Growth,Medium,-1.205174857
32843,Simulated Security 32843,0.015,United States,Value,Medium,0.911511214
32844,Simulated Security 32844,0.009,Canada,Balanced,Low,-1.324769593
32845,Simulated Security 32845,0.013,Canada,Balanced,Medium,-2.038227856
32846,Simulated Security 32846,0.006,Canada,Balanced,Medium,1.33473276
32847,Simulated Security 32847,0.01,Canada,Value,Low,-1.682298455
32848,Simulated Security 32848,0.016,Canada,Value,Low,9.8933206
32849,Simulated Security 32849,0.017,Canada,Income,High,-1.661130045
32850,Simulated Security 32850,0.006,United States,Growth,Medium,-3.770965607
32851,Simulated Security 32851,0.011,United States,Balanced,High,1.368101942
32852,Simulated Security 32852,0.02,Canada,Growth,High,-1.717671395
32853,Simulated Security 32853,0,United States,Growth,High,0.219577598
32854,Simulated Security 32854,0.019,United States,Growth,Low,-1.565167532
32855,Simulated Security 32855,0.001,United States,Value,High,-0.164385789
32856,Simulated Security 32856,0.002,Canada,Income,Low,0.387705995
32857,Simulated Security 32857,0.002,United States,Income,High,-0.598045215
32858,Simulated Security 32858,0.017,United States,Income,Low,4.78851789
32859,Simulated Security 32859,0.003,United States,Growth,Low,-3.876347456
32860,Simulated Security 32860,0.014,United States,Growth,Medium,3.038762686
32861,Simulated Security 32861,0.004,United States,Balanced,High,-2.908307976
32862,Simulated Security 32862,0.019,Canada,Growth,Low,-1.684692689
32863,Simulated Security 32863,0.018,United States,Balanced,Low,11.00483337
32864,Simulated Security 32864,0.01,Canada,Value,Low,3.263358412
32865,Simulated Security 32865,0.002,Canada,Growth,Low,1.036056621
32866,Simulated Security 32866,0.012,United States,Growth,Medium,3.786129262
32867,Simulated Security 32867,0.01,United States,Balanced,Low,0.278354671
32868,Simulated Security 32868,0.017,Canada,Growth,Medium,-1.358027963
32869,Simulated Security 32869,0.011,United States,Value,Low,1.495012409
32870,Simulated Security 32870,0.017,Canada,Balanced,Low,-1.466340507
32871,Simulated Security 32871,0.01,Canada,Value,High,-3.276701002
32872,Simulated Security 32872,0.02,Canada,Growth,Low,0.332822253
32873,Simulated Security 32873,0.01,United States,Income,Low,0.132984037
32874,Simulated Security 32874,0.014,United States,Growth,High,2.695008708
32875,Simulated Security 32875,0.02,United States,Growth,Low,2.088599542
32876,Simulated Security 32876,0.016,United States,Balanced,Low,0.307580407
32877,Simulated Security 32877,0.014,Canada,Value,Medium,-0.784779641
32878,Simulated Security 32878,0,Canada,Value,Low,-22.45847489
32879,Simulated Security 32879,0.011,Canada,Growth,High,1.499218409
32880,Simulated Security 32880,0.015,United States,Growth,Low,2.642511013
32881,Simulated Security 32881,0.007,United States,Balanced,Low,-0.491357057
32882,Simulated Security 32882,0.019,Canada,Growth,High,0.750831525
32883,Simulated Security 32883,0,United States,Growth,Low,0.214194059
32884,Simulated Security 32884,0.018,United States,Value,High,-0.277132803
32885,Simulated Security 32885,0.013,Canada,Growth,Medium,-0.934204547
32886,Simulated Security 32886,0.002,United States,Balanced,High,0.536436206
32887,Simulated Security 32887,0.018,Canada,Income,Low,-1.379087292
32888,Simulated Security 32888,0.017,United States,Value,Medium,1.803206064
32889,Simulated Security 32889,0.017,Canada,Balanced,High,-0.943354914
32890,Simulated Security 32890,0.003,Canada,Income,High,6.025118757
32891,Simulated Security 32891,0.017,United States,Growth,Low,0.346060278
32892,Simulated Security 32892,0.008,United States,Growth,Low,3.865801166
32893,Simulated Security 32893,0.004,United States,Income,Medium,3.724955852
32894,Simulated Security 32894,0.001,United States,Value,Medium,0.75480102
32895,Simulated Security 32895,0.011,Canada,Value,High,-0.961376097
32896,Simulated Security 32896,0.013,Canada,Income,High,-3.680922639
32897,Simulated Security 32897,0.005,United States,Income,High,2.741068192
32898,Simulated Security 32898,0.005,United States,Growth,Medium,-1.611657855
32899,Simulated Security 32899,0.016,United States,Value,High,-0.88046683
32900,Simulated Security 32900,0.004,Canada,Growth,Low,3.446410477
32901,Simulated Security 32901,0.002,United States,Growth,Low,0.11603578
32902,Simulated Security 32902,0.007,United States,Growth,Medium,-0.298314447
32903,Simulated Security 32903,0.001,United States,Balanced,High,3.219180291
32904,Simulated Security 32904,0.011,Canada,Income,Low,8.039089492
32905,Simulated Security 32905,0.014,United States,Growth,Low,-1.63203998
32906,Simulated Security 32906,0.008,United States,Balanced,Medium,3.76008523
32907,Simulated Security 32907,0.004,Canada,Balanced,Low,-1.333190155
32908,Simulated Security 32908,0.013,Canada,Income,High,5.252712796
32909,Simulated Security 32909,0.011,United States,Income,High,0.310436693
32910,Simulated Security 32910,0.009,United States,Growth,Medium,1.316863747
32911,Simulated Security 32911,0.011,United States,Balanced,Medium,6.196479171
32912,Simulated Security 32912,0.004,Canada,Balanced,Low,1.350727918
32913,Simulated Security 32913,0,Canada,Growth,Medium,-5.278750494
32914,Simulated Security 32914,0.009,United States,Balanced,Low,4.368774452
32915,Simulated Security 32915,0.009,Canada,Income,High,-0.824118442
32916,Simulated Security 32916,0.013,United States,Income,Low,4.887372964
32917,Simulated Security 32917,0.01,United States,Value,Low,-2.514654774
32918,Simulated Security 32918,0.014,Canada,Growth,Medium,5.569894901
32919,Simulated Security 32919,0.005,United States,Value,High,0.527214469
32920,Simulated Security 32920,0.011,Canada,Growth,High,-0.210677243
32921,Simulated Security 32921,0.013,United States,Income,Medium,-1.488388143
32922,Simulated Security 32922,0.005,United States,Balanced,Low,-1.422478569
32923,Simulated Security 32923,0,Canada,Balanced,Low,-27.56698234
32924,Simulated Security 32924,0.019,Canada,Value,High,-0.088998597
32925,Simulated Security 32925,0.008,Canada,Growth,Medium,1.00641142
32926,Simulated Security 32926,0.012,United States,Balanced,High,0.052768436
32927,Simulated Security 32927,0.016,Canada,Growth,High,2.81547588
32928,Simulated Security 32928,0.002,United States,Income,Medium,-0.912585046
32929,Simulated Security 32929,0.009,United States,Balanced,Low,-0.975802899
32930,Simulated Security 32930,0.019,Canada,Income,High,-2.302156574
32931,Simulated Security 32931,0.004,United States,Income,High,-1.291417064
32932,Simulated Security 32932,0.017,United States,Growth,Medium,-0.398619935
32933,Simulated Security 32933,0.01,United States,Balanced,High,-0.925136633
32934,Simulated Security 32934,0.004,Canada,Growth,High,-0.432239576
32935,Simulated Security 32935,0.002,United States,Income,Medium,1.934347702
32936,Simulated Security 32936,0.009,United States,Value,High,-2.5841219
32937,Simulated Security 32937,0.002,Canada,Growth,Medium,1.190758839
32938,Simulated Security 32938,0.003,United States,Value,High,2.044140615
32939,Simulated Security 32939,0.005,Canada,Income,High,1.714298175
32940,Simulated Security 32940,0.016,United States,Growth,Medium,28.47019858
32941,Simulated Security 32941,0.007,United States,Balanced,Medium,-1.20884073
32942,Simulated Security 32942,0.017,Canada,Value,High,-2.263154608
32943,Simulated Security 32943,0.001,Canada,Growth,Low,-3.685861769
32944,Simulated Security 32944,0.009,United States,Income,Low,2.546203166
32945,Simulated Security 32945,0.007,United States,Growth,High,5.021035583
32946,Simulated Security 32946,0.001,United States,Growth,Low,4.600386321
32947,Simulated Security 32947,0.015,United States,Income,Low,5.315274833
32948,Simulated Security 32948,0.013,United States,Growth,Low,2.39582368
32949,Simulated Security 32949,0.001,United States,Balanced,Low,-0.481844119
32950,Simulated Security 32950,0.011,Canada,Income,Medium,1.961241488
32951,Simulated Security 32951,0.013,United States,Balanced,Low,-0.891525417
32952,Simulated Security 32952,0.02,Canada,Income,Low,-2.122975493
32953,Simulated Security 32953,0.013,United States,Growth,High,-0.602704344
32954,Simulated Security 32954,0.008,United States,Income,Medium,1.681310242
32955,Simulated Security 32955,0.012,United States,Value,Low,4.920595375
32956,Simulated Security 32956,0.014,Canada,Income,High,2.464804085
32957,Simulated Security 32957,0.017,United States,Growth,Low,-1.370088316
32958,Simulated Security 32958,0.02,United States,Growth,High,0.998962863
32959,Simulated Security 32959,0.017,United States,Growth,Medium,1.208698926
32960,Simulated Security 32960,0.001,United States,Balanced,Low,-0.496503508
